,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
138505,Valente,Giradot,M,207,486-5393,STONEHAM,ME,4231,S,Y,25000,8.5,2850,0,2850
138506,Sajio,Kadous,F,815,148-9169,SULLIVAN,IL,61951,M,N,55000,3.0,0,4000,0
138507,Arild,Werthner,M,307,877-6675,FARSON,WY,82932,S,Y,5000,0.0,0,0,0
138508,Roa,Belo,F,202,577-3396,WASHINGTON,DC,20540,S,N,10000,4.5,1370,0,0
138509,Dorian,Koshiba,F,605,704-4093,COLTON,SD,57018,S,Y,75000,0.0,0,0,0
138510,Venkatavasu,Croitoru,M,802,517-6644,SOUTH LONDONDERRY,VT,5155,M,Y,70000,4.397808,0,6600,3300
138511,Maziar,Castellanos,F,417,671-8053,PORTAGEVILLE,MO,63873,M,Y,85000,6.0,0,4200,1200
138512,Regis,Gelsema,M,208,776-2027,SILVERTON,ID,83867,S,Y,60000,7.8,3300,0,3300
138513,Loganath,Zabih,M,520,730-8910,ELFRIDA,AZ,85610,M,N,65000,3.7224998,0,4200,0
138514,Chang,Bruscoli,M,806,922-5160,AQUILLA,TX,76622,S,Y,80000,0.0,0,0,0
138515,Angkul,Molzberger,M,769,289-6967,MOUNT OLIVE,MS,39119,M,Y,55000,5.0,0,12000,1500
138516,Shayne,Schmill,F,605,564-6167,JEFFERSON,SD,57038,S,Y,40000,0.0,0,0,0
138517,Samuli,Minea,M,208,120-7791,BOISE,ID,83703,S,Y,40000,7.8,3300,0,3300
138518,Anish,Kerr,F,307,273-9119,CHUGWATER,WY,82210,M,Y,95000,0.0,0,0,0
138519,Yuzo,Rabagliati,F,319,900-6193,CRESTON,IA,50801,S,N,50000,7.8829904,40,0,0
138520,Peigen,Faure,M,775,198-8182,RENO,NV,89512,M,Y,70000,0.0,0,0,0
138521,Steffo,Winters,M,605,493-5329,HERREID,SD,57632,M,N,10000,0.0,0,0,0
138522,Madan,Colbourn,F,516,299-3566,OTISVILLE,NY,10963,M,Y,35000,4.1564026,0,0,1000
138523,Aija,Carchiolo,M,785,687-7029,FARLINGTON,KS,66734,S,N,50000,6.45,2250,0,0
138524,Wil,Schenk,M,586,294-4035,MIDLAND,MI,48667,S,N,60000,3.9,3100,0,0
138525,Brenda,Holmberg,F,208,351-6407,ELK CITY,ID,83525,S,Y,60000,7.8,3300,0,3300
138526,Irah,Bergman,F,863,743-5149,PENSACOLA,FL,32512,M,Y,80000,0.0,0,0,0
138527,Plamenka,Aybay,F,414,327-4280,LITTLE CHUTE,WI,54140,M,Y,35000,5.0545335,0,1400,400
138528,Hironoby,Goda,F,518,430-6323,NEW HYDE PARK,NY,11043,S,Y,15000,4.040549,0,0,1000
138529,Bingning,Delaune,M,985,486-4474,NEW ORLEANS,LA,70124,S,Y,85000,6.0,4500,0,1000
138530,Gregg,Karush,F,605,551-2899,ELLSWORTH AFB,SD,57706,M,N,55000,0.0,0,0,0
138531,Surendra,Zazanis,M,515,661-5239,COULTER,IA,50431,S,Y,85000,8.98,40,0,40
138532,Mihhail,Ogurol,M,574,733-3045,DALEVILLE,IN,47334,M,Y,95000,3.4,0,2000,1000
138533,Gjalt,Matzen,F,931,511-7301,MARTIN,TN,38237,M,Y,30000,0.0,0,0,0
138534,Yinong,Emmes,M,620,997-9770,HORTON,KS,66439,S,N,35000,6.45,2250,0,0
138535,Emilo,Schaaf,F,334,907-9623,ALLGOOD,AL,35013,M,Y,75000,5.0,0,3000,300
138536,Viswanathan,Rullman,F,407,424-2499,SAINT JOHNS,FL,32259,M,N,85000,0.0,0,0,0
138537,Luiz,Lanka,F,979,843-4369,CAMPBELLTON,TX,78008,M,N,75000,0.0,0,0,0
138538,Anna,Morillo,F,651,519-1473,STEEN,MN,56173,S,Y,80000,7.85,3300,0,3300
138539,Sungjoo,Yamauchi,F,502,839-6564,RAVENNA,KY,40472,S,N,60000,5.166667,20,0,0
138540,Lucian,Berbec,M,608,718-2991,SPRINGBROOK,WI,54875,S,N,75000,5.7495394,700,0,0
138541,Ortwin,Demmer,M,208,583-4839,SAGLE,ID,83860,S,N,65000,7.8,3300,0,0
138542,Shelby,Hofting,M,907,821-4140,SALCHA,AK,99714,M,N,70000,0.0,0,0,0
138543,Elfreda,McKinley,M,515,787-3946,LOGAN,IA,51546,M,N,100000,8.98,0,80,0
138544,Rudy,Hoang,F,978,557-3979,GILBERTVILLE,MA,1031,M,Y,75000,5.3,0,7150,1000
138545,Brain,Shimajiri,M,816,826-3789,SAINT LOUIS,MO,63182,S,N,20000,6.0,2100,0,0
138546,Alison,Bracchi,M,947,311-9614,MANISTIQUE,MI,49854,S,Y,40000,3.9,3100,0,3100
138547,Aarne,Gorski,F,443,625-6134,SNOW HILL,MD,21863,S,Y,10000,4.75,2400,0,2400
138548,Ingbert,Westby,M,603,532-6866,MANCHESTER,NH,3108,M,N,35000,0.0,0,0,0
138549,Maggie,Eid,M,910,178-4596,JAMESVILLE,NC,27846,M,N,75000,7.305944,0,6600,0
138550,Tamiya,Gorenstein,F,859,900-6303,WAVERLY,KY,42462,M,N,15000,2.6666667,0,40,0
138551,Gadiel,Kalamatianos,M,406,914-2805,MISSOULA,MT,59802,S,Y,65000,6.9,1900,0,1900
138552,Winnie,Bartlay,F,512,263-4635,DALLAS,TX,75379,S,Y,45000,0.0,0,0,0
138553,Shih,Bravoco,F,361,902-2584,EDEN,TX,76837,S,Y,45000,0.0,0,0,0
138554,Ramzi,Reiz,F,785,120-5502,ULYSSES,KS,67880,M,Y,20000,4.483333,0,4500,2250
138555,Salwa,MacNaughton,M,406,803-5674,HAYS,MT,59527,S,Y,65000,6.9,1900,0,1900
138556,Margita,Kubela,F,505,673-7280,MEXICAN SPRINGS,NM,87320,S,Y,35000,5.3,3300,0,3300
138557,Ville,Decuyper,M,727,176-1391,HASTINGS,FL,32145,S,Y,20000,0.0,0,0,0
138558,Wop,Powell,F,334,891-2110,TUSCALOOSA,AL,35487,M,Y,60000,5.0,0,3000,300
138559,Manu,Kosanke,F,505,535-6879,ALBUQUERQUE,NM,87187,M,N,15000,4.957143,0,6600,0
138560,Hang,Winzer,M,325,236-1867,FORT WORTH,TX,76102,S,Y,35000,0.0,0,0,0
138561,Nayla,Loffredo,F,605,287-1679,MISSION,SD,57555,M,Y,5000,0.0,0,0,0
138562,Salam,Schaaf,F,920,417-2920,LAKE MILLS,WI,53551,M,N,60000,5.488912,0,1400,0
138563,Joos,Tempesti,F,843,904-7678,TIMMONSVILLE,SC,29161,M,N,60000,7.0,0,6600,0
138564,Xinxin,Lieberherr,F,702,694-3370,WADSWORTH,NV,89442,S,N,15000,0.0,0,0,0
138565,Kenichi,Ostvold,F,304,323-9719,LONDON,WV,25126,S,N,40000,5.1000004,2000,0,0
138566,Pasquale,Royle,F,240,425-4964,KENNEDYVILLE,MD,21645,M,Y,90000,4.75,0,4800,2400
138567,Qinru,Sadaoui,F,503,453-9017,SAINT PAUL,OR,97137,S,Y,90000,9.0,159,0,159
138568,Ravindran,Nadrchal,M,862,583-7791,PARK RIDGE,NJ,7656,M,Y,95000,2.5828125,0,2000,1500
138569,Ben,Grillner,F,603,782-3801,TEMPLE,NH,3084,M,N,30000,0.0,0,0,0
138570,Othar,Matzov,M,859,189-6208,ROBINSON CREEK,KY,41560,S,N,70000,5.7222223,20,0,0
138571,Komei,Farag,M,203,613-9309,BRANFORD,CT,6405,S,Y,60000,5.0,12750,0,0
138572,Srinidhi,Hiyoshi,M,202,679-3160,WASHINGTON,DC,20594,M,N,55000,9.0,0,2740,0
138573,Lisandro,Laube,F,202,412-3587,WASHINGTON,DC,20009,S,N,55000,9.0,1370,0,0
138574,Anthony,Larfeldt,M,304,888-2632,PENNSBORO,WV,26415,M,Y,80000,6.5,0,4000,2000
138575,Hagit,Baru,M,307,294-6979,HULETT,WY,82720,M,Y,25000,0.0,0,0,0
138576,Jinyun,Ouhyoung,M,540,240-6255,ALBERTA,VA,23821,M,Y,15000,5.214286,0,1800,900
138577,Pallavi,Palomar,F,402,771-9764,DAWSON,NE,68337,S,N,50000,6.84,103,0,0
138578,Seyit,Cramer,F,985,104-5907,MERRYVILLE,LA,70653,M,N,85000,6.0,0,9000,0
138579,Yingfeng,Sinthupinyo,M,515,525-2110,SHELDAHL,IA,50243,S,Y,60000,8.98,40,0,40
138580,Olin,Tank,M,601,719-5028,LAKESHORE,MS,39558,S,Y,70000,5.0,6000,0,1500
138581,Emmanuelle,Salvail,M,401,337-5516,SLATERSVILLE,RI,2876,M,Y,45000,0.0,0,0,0
138582,Amram,Luckhardt,M,319,860-7132,COUNCIL BLUFFS,IA,51503,S,N,70000,8.98,40,0,0
138583,Jianhua,McKinley,M,701,515-2696,CATHAY,ND,58422,S,N,35000,2.161439,3300,0,0
138584,Niranjani,Raza,M,859,909-7039,PAINT LICK,KY,40461,M,N,95000,6.0,0,40,0
138585,Geetha,Stavi,F,267,553-9933,NESCOPECK,PA,18635,M,Y,100000,3.07,0,0,0
138586,Gulrukh,Rajaraman,M,405,943-6152,VIAN,OK,74962,S,N,10000,6.25,1000,0,0
138587,Shunji,Reischert,F,505,223-9093,SAN JON,NM,88434,S,Y,90000,5.3,3300,0,3300
138588,Yacine,Milberg,F,928,746-6136,FREDONIA,AZ,86022,M,N,65000,3.7224998,0,4200,0
138589,Shlomit,Berczuk,F,907,377-2238,JBER,AK,99506,M,N,80000,0.0,0,0,0
138590,Akinori,Lumley,M,612,270-1656,NEW PRAGUE,MN,56071,S,N,95000,7.85,3300,0,0
138591,Ericka,Wachs,F,401,390-7942,WARWICK,RI,2889,S,N,10000,0.0,0,0,0
138592,Bernie,Marotta,F,406,605-7688,WARM SPRINGS,MT,59756,M,Y,40000,6.9,0,3800,1900
138593,Pino,O'Hallaron,F,845,689-3911,JOHNSTOWN,NY,12095,M,N,10000,4.011585,0,0,0
138594,Pai,Feigenbaum,M,406,361-4585,DECKER,MT,59025,S,N,45000,6.9,1900,0,0
138595,Hamish,Kopecky,M,605,681-4812,FAIRBURN,SD,57738,S,N,75000,0.0,0,0,0
138596,Hirohide,Matrone,F,765,271-6453,KOKOMO,IN,46902,S,Y,55000,3.4,1000,0,1000
138597,Juichirou,Cowie,F,631,904-7201,CONSTABLE,NY,12926,S,N,25000,4.0984755,0,0,0
138598,Mehul,Eilenberg,F,910,291-3792,CLIMAX,NC,27233,S,Y,65000,7.0961537,3300,0,3300
138599,Shintaro,Dabija,F,401,528-7827,PROVIDENCE,RI,2903,S,Y,10000,0.0,0,0,0
138600,Natawut,Gevinti,F,215,118-7257,WATTSBURG,PA,16442,S,Y,5000,3.07,0,0,0
138601,Zita,Lidstone,F,412,776-5922,WYOMING,PA,18644,M,Y,10000,3.07,0,0,0
138602,Rajesh,Okurowski,F,505,777-9726,ALBUQUERQUE,NM,87185,M,Y,40000,5.3,0,6600,3300
138603,Mara,Dendorfer,F,706,353-4729,ATLANTA,GA,30304,S,N,5000,4.4,2700,0,0
138604,Alaa,Suska,F,218,345-7990,SAINT PAUL,MN,55123,M,Y,25000,5.5895944,0,6600,3300
138605,Cheeha,Bruekers,M,314,441-9749,POTOSI,MO,63664,S,Y,55000,6.0,2100,0,1200
138606,Clenn,Gjerlov,M,302,680-2149,WILMINGTON,DE,19805,S,Y,10000,2.540909,110,0,110
138607,Amit,Tedijanto,F,716,317-7858,YONKERS,NY,10703,S,Y,25000,4.0984755,0,0,1000
138608,Yoshikatsu,Cheshire,F,605,784-4857,DAVIS,SD,57021,M,N,30000,0.0,0,0,0
138609,Dekang,Aseltine,F,802,983-8492,MANCHESTER,VT,5254,M,N,45000,3.9004214,0,6600,0
138610,Charmane,Rouet,F,602,990-7721,TUCSON,AZ,85707,M,N,50000,3.49,0,4200,0
138611,Hyuncheol,Tomov,M,406,823-6097,HELENA,MT,59604,M,N,45000,6.9,0,3800,0
138612,Mitsuteru,Kriebel,M,603,350-7330,PITTSFIELD,NH,3263,M,N,5000,0.0,0,0,0
138613,Sitvanit,Ghemri,F,401,670-6516,CAROLINA,RI,2812,S,N,35000,0.0,0,0,0
138614,Boonserm,Bergevin,M,515,842-4211,NEW LONDON,IA,52645,M,Y,60000,8.98,0,80,40
138615,Hausi,Banerji,M,616,173-1976,CHESANING,MI,48616,S,Y,25000,3.9,3100,0,3100
138616,Ozalp,Zumaque,F,601,563-2979,NEW AUGUSTA,MS,39462,S,Y,90000,5.0,6000,0,1500
138617,Jamal,Bhandari,F,401,393-7888,CRANSTON,RI,2910,M,N,5000,0.0,0,0,0
138618,Kepa,Sills,M,443,967-8072,RISING SUN,MD,21911,S,Y,10000,4.75,2400,0,2400
138619,Suzette,Greve,M,865,653-3346,GREENEVILLE,TN,37745,S,Y,65000,0.0,0,0,0
138620,Hosahalli,Wahab,F,704,977-5927,RIEGELWOOD,NC,28456,S,Y,80000,7.410839,3300,0,3300
138621,Naoaki,Malabarba,M,310,604-6902,SANTA CLARA,CA,95053,S,Y,80000,9.3,87,0,272
138622,Yanis,Scherberger,F,401,405-4055,WOONSOCKET,RI,2895,M,Y,85000,0.0,0,0,0
138623,Zhibin,Waldschmidt,F,541,691-5128,IRONSIDE,OR,97908,M,N,100000,9.0,0,318,0
138624,Seshashayee,Reith,M,406,614-7269,OUTLOOK,MT,59252,S,Y,40000,6.9,1900,0,1900
138625,Femi,Ratnakar,F,240,797-8818,ANNAPOLIS JUNCTION,MD,20701,S,Y,100000,4.75,2400,0,2400
138626,Dimitrios,Anger,F,210,229-4466,HOUSTON,TX,77001,S,N,45000,0.0,0,0,0
138627,Soha,Abarbanel,F,207,527-6703,AUBURN,ME,4211,M,N,20000,8.5,0,5700,0
138628,Leandros,Ohmori,M,207,500-6224,WINTHROP,ME,4364,S,N,15000,6.9580293,2850,0,0
138629,Macha,Thamm,F,919,461-3553,MOORESVILLE,NC,28115,S,Y,85000,7.515734,3300,0,3300
138630,Neel,Dybig,M,302,183-6764,SELBYVILLE,DE,19975,M,Y,45000,4.927273,0,220,110
138631,Shushma,Rios,F,216,632-8730,FARMDALE,OH,44417,S,N,60000,2.537718,1300,0,0
138632,Haomin,Cardinael,M,813,754-2858,SAINT PETERSBURG,FL,33741,M,N,95000,0.0,0,0,0
138633,Gian,Sakallah,M,757,577-3590,NEWPORT NEWS,VA,23628,S,Y,80000,5.75,900,0,900
138634,Kattamuri,Nyrup,F,312,696-2364,SPRINGFIELD,IL,62716,S,Y,75000,3.0,2000,0,2000
138635,Shuo,Auinger,M,917,756-3937,NEW YORK,NY,10167,M,Y,60000,4.3012195,0,0,1000
138636,Jaume,Nadji,M,605,173-7370,BIG STONE CITY,SD,57216,S,N,45000,0.0,0,0,0
138637,Eitan,Weener,F,802,158-3130,HIGHGATE SPRINGS,VT,5460,M,N,20000,3.6,0,6600,0
138638,Malte,Sackman,M,417,125-8081,KANSAS CITY,MO,64134,S,Y,65000,6.0,2100,0,1200
138639,Guangming,Terzopoulos,M,478,481-2979,TIFTON,GA,31794,M,Y,65000,6.0,0,5400,3000
138640,Kazuhisa,Nitadori,F,913,108-1456,NEODESHA,KS,66757,M,Y,80000,6.45,0,4500,2250
138641,Tarak,Kugelmass,M,541,877-4945,SPRAGUE RIVER,OR,97639,M,Y,70000,9.0,0,318,159
138642,Wuxu,Forin,F,571,540-6815,BATESVILLE,VA,22924,M,Y,85000,5.75,0,1800,900
138643,Ahvin,Huuskonen,F,504,614-9475,LEESVILLE,LA,71496,M,N,20000,4.4,0,9000,0
138644,Dharma,Konstan,M,804,979-8149,DANVILLE,VA,24544,S,N,20000,5.75,900,0,0
138645,Eginhard,Nandavar,M,904,935-1982,BEVERLY HILLS,FL,34464,M,N,40000,0.0,0,0,0
138646,Evangeline,Morisue,M,318,264-8941,ABITA SPRINGS,LA,70420,S,Y,40000,6.0,4500,0,1000
138647,Guozhen,Nobauer,M,351,538-2562,EAST BRIDGEWATER,MA,2333,M,Y,65000,5.3,0,7150,1000
138648,Venky,Denis,F,484,544-9768,PITTSBURGH,PA,15275,S,N,100000,3.07,0,0,0
138649,Dipak,Pusch,M,308,631-4560,OHIOWA,NE,68416,M,N,60000,6.84,0,206,0
138650,Yuliang,Haslam,F,606,323-4144,LOUISVILLE,KY,40204,M,N,10000,2.3888888,0,40,0
138651,Quinn,Kleinholz,F,947,742-8015,ALDEN,MI,49612,S,N,100000,3.9,3100,0,0
138652,Tohru,Ebrahimi,M,717,966-2995,LANESBORO,PA,18827,M,Y,85000,3.07,0,0,0
138653,Nariyasu,Bavuso,F,808,110-1947,HONOLULU,HI,96836,S,Y,10000,2.8421054,1040,0,1040
138654,Dallas,Andreotta,F,270,614-1436,ALMO,KY,42020,M,Y,85000,6.0,0,40,20
138655,Chuan,Dinsenmeyer,M,304,832-4650,WINFIELD,WV,25213,M,N,85000,6.5,0,4000,0
138656,Ger,Loureiro,M,469,758-7063,BAYTOWN,TX,77522,S,N,85000,0.0,0,0,0
138657,Marjo,Rivero,M,701,503-8423,PETERSBURG,ND,58272,M,N,70000,2.5671675,0,6600,0
138658,Carlo,Steinbrunn,F,567,249-7698,DAYTON,OH,45458,S,Y,30000,1.5418718,1300,0,1300
138659,Javed,Loyola,M,580,279-5232,LEFLORE,OK,74942,M,N,70000,6.25,0,2000,0
138660,Roddy,Elgood,M,541,186-6663,JAMIESON,OR,97909,M,N,65000,9.0,0,318,0
138661,Sandhya,Herbster,F,606,578-4197,HUDSON,KY,40145,S,Y,65000,5.4444447,20,0,20
138662,Diann,Zuiderveld,M,518,821-6392,NEW ROCHELLE,NY,10801,M,N,60000,4.3012195,0,0,0
138663,Daphna,Casley,F,765,200-1803,HAMMOND,IN,46323,S,Y,80000,3.4,1000,0,1000
138664,Annita,Weinbaum,M,505,323-6515,TRES PIEDRAS,NM,87577,M,N,90000,5.3,0,6600,0
138665,Howard,Sahnmugasundaram,M,630,188-5648,DEWEY,IL,61840,M,Y,60000,3.0,0,4000,2000
138666,Koral,Mahalingam,F,201,736-1763,CRANFORD,NJ,7016,S,N,100000,2.6616669,1000,0,0
138667,Xiaobin,Hamblin,F,208,323-3108,HUSTON,ID,83630,M,Y,10000,4.109693,0,6600,3300
138668,Philip,Reiss,M,701,342-3353,ALSEN,ND,58311,M,N,55000,2.3932838,0,6600,0
138669,Emily,Bodlaender,F,915,281-2828,KOUNTZE,TX,77625,S,Y,25000,0.0,0,0,0
138670,Harpal,Majerski,M,360,898-4924,EDMONDS,WA,98020,S,Y,15000,0.0,0,0,0
138671,Kexiang,Collaud,M,405,603-4972,MIAMI,OK,74354,S,N,70000,6.25,1000,0,0
138672,Gustav,Kallman,M,302,136-8529,WILMINGTON,DE,19803,M,Y,35000,4.245455,0,220,110
138673,Rrob,Sereno,M,309,711-1089,BEAVERVILLE,IL,60912,S,Y,40000,3.0,2000,0,2000
138674,Lein,Albicki,F,339,752-8924,ASHLAND,MA,1721,M,Y,25000,5.3,0,7150,1000
138675,Alon,Dayhoff,F,919,644-8712,MC GRADY,NC,28649,S,N,95000,7.7255244,3300,0,0
138676,Sharad,Michalakopoulos,M,939,619-6759,CANOVANAS,PR,729,M,N,10000,0.0,0,0,0
138677,Heuey,Hutton,F,787,279-6266,SAN JUAN,PR,918,M,Y,25000,0.0,0,0,0
138678,Jaswinder,Pole,M,713,949-9531,WACO,TX,76798,M,Y,5000,0.0,0,0,0
138679,Deoraj,Goodwin,F,203,448-3135,NEW HAVEN,CT,6515,S,Y,55000,5.0,12750,0,0
138680,Letha,Rajanarayanan,F,803,559-5744,NORTH AUGUSTA,SC,29860,M,Y,90000,7.0,0,6600,3300
138681,Xunwei,Schultis,F,240,354-7487,BUSHWOOD,MD,20618,S,N,85000,4.75,2400,0,0
138682,Kemal,Koers,F,831,292-7995,CAMPBELL,CA,95008,S,Y,80000,9.3,87,0,272
138683,Tatsumi,Goldson,F,808,626-1502,ELEELE,HI,96705,S,Y,80000,8.25,1040,0,1040
138684,Geoffrey,Leherte,F,956,313-7882,HUNTSVILLE,TX,77343,M,Y,70000,0.0,0,0,0
138685,Simon,Laske,F,620,770-3365,LATHAM,KS,67072,M,N,65000,6.45,0,4500,0
138686,Desmond,Eugenio,F,580,290-1677,MOORELAND,OK,73852,S,Y,15000,6.25,1000,0,1000
138687,Jianan,Psaltis,M,605,834-5711,CHANCELLOR,SD,57015,M,N,20000,0.0,0,0,0
138688,Shannon,Pinna,M,207,973-7509,MEXICO,ME,4257,S,Y,40000,8.5,2850,0,2850
138689,Shinkyu,Clares,F,816,142-3430,SPRINGFIELD,MO,65809,M,Y,75000,6.0,0,4200,1200
138690,Hengming,Certaine,F,605,527-8915,LITTLE EAGLE,SD,57639,M,N,95000,0.0,0,0,0
138691,Changho,Padget,F,828,615-7061,TUXEDO,NC,28784,M,Y,30000,6.361888,0,6600,3300
138692,Lenhart,Greenbaum,M,860,803-6188,WEST CORNWALL,CT,6796,S,N,70000,5.0,12750,0,0
138693,Alejo,Tayi,M,805,744-4566,ALHAMBRA,CA,91899,S,N,15000,3.0493855,87,0,0
138694,Cimarron,Dkaki,F,479,398-5851,MAUMELLE,AR,72113,S,N,15000,3.773037,20,0,0
138695,Vidar,Heydon,M,219,101-9878,GRANGER,IN,46530,M,N,40000,3.4,0,2000,0
138696,Jianan,Shahrbabaki,M,360,143-4700,VANTAGE,WA,98950,M,Y,60000,0.0,0,0,0
138697,Joon,Niggemeyer,M,775,785-8563,GOLCONDA,NV,89414,M,N,85000,0.0,0,0,0
138698,Timothy,Foret,F,612,276-3031,ROCHESTER,MN,55904,M,Y,55000,7.1904483,0,6600,3300
138699,Ranato,Zaidi,F,256,827-9914,ROGERSVILLE,AL,35652,M,Y,5000,5.0,0,3000,300
138700,Sidi,Dorkenoo,F,864,340-3532,TOWNVILLE,SC,29689,M,Y,60000,7.0,0,6600,3300
138701,Idranil,Habasinski,M,801,622-4972,MANTUA,UT,84324,M,Y,50000,7.0,0,4950,2475
138702,Maggie,Noice,M,775,421-6166,RENO,NV,89507,M,N,85000,0.0,0,0,0
138703,Setsuko,Marantz,F,203,986-3916,COLCHESTER,CT,6415,S,Y,20000,5.0,12750,0,0
138704,Wilfred,Clair,M,203,624-3585,WINCHESTER CENTER,CT,6094,S,Y,40000,5.0,12750,0,0
138705,Sooha,Jockusch,M,208,748-6315,NAPLES,ID,83847,S,N,45000,7.8,3300,0,0
138706,Abdelilah,Korcuska,F,323,804-5923,MORAGA,CA,94570,S,Y,10000,1.869,87,0,272
138707,Niklaus,Hemaspaandra,M,407,482-8567,PALM BAY,FL,32908,S,Y,10000,0.0,0,0,0
138708,Nand,Dondina,F,208,427-2503,RUPERT,ID,83350,M,N,20000,6.948391,0,6600,0
138709,Ammei,Schmidt,M,641,942-4669,PRESTON,IA,52069,S,N,5000,0.935984,40,0,0
138710,Chebel,Khasidashvili,M,606,176-4118,OPHIR,KY,41459,M,Y,100000,6.0,0,40,20
138711,Anselm,Beoumes,F,202,612-3723,WASHINGTON,DC,20532,M,Y,95000,9.0,0,2740,1370
138712,Teruko,America,F,425,576-8922,MAPLE VALLEY,WA,98038,S,N,60000,0.0,0,0,0
138713,Monvef,Tanzariello,M,330,367-8267,SENECAVILLE,OH,43780,S,N,5000,0.712,1300,0,0
138714,Brom,Wijk,M,939,993-9195,SAN JUAN,PR,955,S,N,15000,0.0,0,0,0
138715,Raija,Hegenbarth,F,702,711-4826,COYOTE SPRINGS,NV,89067,M,N,75000,0.0,0,0,0
138716,Banchong,Pappas,M,802,786-2900,JEFFERSONVILLE,VT,5464,S,N,80000,4.5967627,3300,0,0
138717,Glyn,Das,M,406,506-4559,BILLINGS,MT,59106,M,Y,5000,2.3732758,0,3800,1900
138718,Botond,Promfett,M,636,145-4611,HUGGINS,MO,65484,S,N,95000,6.0,2100,0,0
138719,Ingolf,Binh,M,913,160-2034,GOESSEL,KS,67053,S,N,35000,6.45,2250,0,0
138720,Jacquelyn,Michaeli,F,865,475-8094,GLEASON,TN,38229,M,N,15000,0.0,0,0,0
138721,Iven,Serizawa,F,530,106-8687,MAMMOTH LAKES,CA,93546,S,Y,50000,9.3,87,0,272
138722,Ottavia,Basagni,F,601,926-6199,OXFORD,MS,38655,M,Y,35000,5.0,0,12000,1500
138723,Berni,Serrano,M,910,240-7149,POLLOCKSVILLE,NC,28573,M,Y,20000,6.1520977,0,6600,3300
138724,Gongxian,Nassef,M,508,914-7730,SPRINGFIELD,MA,1107,M,Y,90000,5.3,0,7150,1000
138725,Ravinder,Savasere,M,859,314-4046,TOLLESBORO,KY,41189,M,N,90000,6.0,0,40,0
138726,Yongmin,Suermann,M,308,449-1538,HAMPTON,NE,68843,S,Y,60000,6.84,103,0,103
138727,Zahava,Sundaresh,F,409,576-3920,EL PASO,TX,88549,S,Y,70000,0.0,0,0,0
138728,Nechama,Gheorghiu,F,580,331-1211,TULSA,OK,74121,M,N,15000,6.25,0,2000,0
138729,Kenzo,Manara,F,401,435-1839,MANVILLE,RI,2838,M,N,55000,0.0,0,0,0
138730,Donghoon,Uejio,F,802,478-2830,WILLISTON,VT,5495,S,Y,20000,3.6,3300,0,3300
138731,Silke,Pulkowski,M,904,495-1819,HOMELAND,FL,33847,S,N,85000,0.0,0,0,0
138732,Masum,Govert,M,501,409-4746,BENTONVILLE,AR,72716,M,N,40000,7.0,0,40,0
138733,Gopalakrishnan,Kratochvil,M,435,304-9647,SPRINGVILLE,UT,84663,S,Y,40000,7.0,2475,0,2475
138734,Liqun,Kyrimis,F,505,180-5780,EDGEWOOD,NM,87015,S,Y,40000,5.3,3300,0,3300
138735,Mirek,White,F,769,408-3256,STAR,MS,39167,S,N,45000,5.0,6000,0,0
138736,Kauko,Wool,M,770,843-9720,REIDSVILLE,GA,30499,S,N,15000,6.0,2700,0,0
138737,Gabriella,Barcucci,F,541,794-8024,GERVAIS,OR,97026,M,Y,40000,9.0,0,318,159
138738,Algirdas,Mlynski,M,202,464-8041,WASHINGTON,DC,20219,M,Y,85000,9.0,0,2740,1370
138739,Loren,Houghland,M,205,333-7664,MOUNT OLIVE,AL,35117,M,Y,10000,5.0,0,3000,300
138740,Guilang,Maslov,M,225,892-4610,RESERVE,LA,70084,M,Y,50000,6.0,0,9000,1000
138741,Georgia,McNichols,F,406,565-6337,BIG SANDY,MT,59520,M,Y,75000,6.9,0,3800,1900
138742,Lee,Green,F,208,349-4803,COBALT,ID,83229,M,Y,75000,7.8,0,6600,3300
138743,Manoel,Kirkerud,F,662,232-6183,CROSBY,MS,39633,S,Y,20000,5.0,6000,0,1500
138744,Gugjon,Frisch,M,314,628-4740,HOLTS SUMMIT,MO,65043,M,Y,25000,6.0,0,4200,1200
138745,Elyse,Stroustrup,F,775,522-1218,SCHURZ,NV,89427,M,N,30000,0.0,0,0,0
138746,Jolita,Worthington,F,208,452-6544,SUGAR CITY,ID,83448,S,Y,25000,7.8,3300,0,3300
138747,Seokwon,Katragadda,M,603,843-2558,MADBURY,NH,3823,S,N,95000,0.0,0,0,0
138748,Kolar,Cypher,M,701,262-1756,BISMARCK,ND,58507,S,Y,30000,2.1034775,3300,0,3300
138749,Petrisor,Castanedo,M,304,643-5216,WINONA,WV,25942,M,N,15000,3.35,0,4000,0
138750,Chian,Cun,F,208,120-7900,BOISE,ID,83729,S,N,5000,2.6903439,3300,0,0
138751,Faramak,Thimonier,F,201,892-1279,BERLIN,NJ,8009,M,Y,60000,2.0308332,0,2000,1500
138752,Bengt,Chvalosky,M,631,942-2849,BOUCKVILLE,NY,13310,M,Y,10000,4.011585,0,0,1000
138753,Mihhail,Laski,M,337,761-2088,OAK GROVE,LA,71263,M,N,65000,6.0,0,9000,0
138754,Kenshin,Aberth,M,302,179-3872,FREDERICA,DE,19946,S,N,65000,5.95,110,0,0
